id,text,label,source
ag_14479,"Intel in new chip breakthrough Intel creates a more powerful memory chip without increasing its size, confounding warnings that the firm had hit its technical limits.",0,ag_news
ag_61117,"Insurers lead FTSE lower The FTSE 100 has fallen for the fifth session in a row, with insurers crowding the list of fallers after sentiment in the sector was damaged by news that New York Attorney General Eliot Spitzer was suing a US firm.",0,ag_news
ag_118340,"Washington Mayor to Push Change in Baseball Bill  WASHINGTON (Reuters) - Washington, D.C., Mayor Anthony  Williams will try to get financing for a Major League Baseball  stadium back on the city council agenda next week after the  council added a deal-breaking provision to the original bill,  the mayor's spokesman said on Thursday.",0,ag_news
ag_43134,BAE Systems to Acquire Alphatech for  #36;88M (AP) AP - British defense contractor BAE Systems PLC said Tuesday that its U.S. subsidiary will acquire software maker Alphatech Inc. for  #36;88 million cash.,0,ag_news
elife_1117,Systematic identification of mutations and copy number alterations associated with cancer patient prognosis,1,elife
ag_22494,"Tonight on TV MISSOURI (1-0) VS. TROY STATE (1-0) When, where: Tonight, 7, at Troy, Ala. TV: ESPN2 AP ranking: Missouri is No. 19 The line: Missouri by 10 1/2 Last meeting: 2002, Missouri won, 44-7 What to watch: Missouri QB Brad Smith completed 14 of 22 passes for 233 yards, threw three TD passes and ran for a 34-yard score in a ...",0,ag_news
elife_558,The diversity and function of sourdough starter microbiomes,1,elife
ag_41497,U.S. Oil Hits \$50 on Nigeria Supply Fears  NEW YORK (Reuters) - U.S. oil prices reached a record \$50 a  barrel on Monday as Nigeria emerged as the latest focus for  worries about supply in an already tight worldwide energy  market.,0,ag_news
ag_68914,"Solheim Cup handed Swedish return The Ladies European Tour has announced that the 2007 Solheim Cup will be staged at Halmstad Golf Club in Sweden. It follows a Swedish success in the 2003 event, which was held at Barseback Country Club and",0,ag_news
elife_1412,Evaluating mesenchymal stem cell therapy for sepsis with preclinical meta-analyses prior to initiating a first-in-human trial,1,elife
ag_63434,"Russians dominate home tournament Anastasia Myskina and Nikolay Davydenko won singles championships Sunday at the Kremlin Cup, then teamed with compatriots to capture the women #39;s and men #39;s doubles finals as Russia swept all four titles.",0,ag_news
elife_1490,Distinguishing different modes of growth using single-cell data,1,elife
ag_20302,JVC Creates Environmentally Sound DVD Victor Co. of Japan said today it has succeeded in manufacturing an environmentally friendly DVD with a special plastic synthesized from corn starch.,0,ag_news
elife_878,The ribosomal P-stalk couples amino acid starvation to GCN2 activation in mammalian cells,1,elife
ag_2401,Agassi downs crowd favourite TOP seed Andre Agassi cruised into the next round of the ATP Legg Mason Tennis Classic in Washington with a 6-4 6-2 win over fellow American Paul Goldstein.,0,ag_news
elife_112,Human foveal cone photoreceptor topography and its dependence on eye length,1,elife
elife_937,Mapping person-to-person variation in viral mutations that escape polyclonal serum targeting influenza hemagglutinin,1,elife
ag_1059,"Lightning Reacquire Prospal From Ducks (AP) AP - Vaclav Prospal is returning to the Stanley Cup champion Tampa Bay Lightning and will likely take the spot of forward Cory Stillman, who replaced him a year ago.",0,ag_news
ag_105847,"Thwarted U.S. May Seek Lone Push on Iran Sanctions (Reuters) Reuters - Iran escaped U.N. censure over its\nuclear program but Washington, which accuses it of seeking an\atomic bomb, said on Monday it reserved the right to take the\case to the Security Council on its own.",0,ag_news
elife_1351,Nanoscopic anatomy of dynamic multi-protein complexes at membranes resolved by graphene-induced energy transfer,1,elife
elife_859,Native α-synuclein induces clustering of synaptic-vesicle mimics via binding to phospholipids and synaptobrevin-2/VAMP2,1,elife
ag_72244,"What Colorado's Amendment 36 means for America... During the nineties, our state saw an increase in population, due to ""The Californians"" (who we like to bitch about) migrating to our low tax/low smog state.  Though most of us natives like to bitch about their supposedly shallow, urban sprawl, rude soccer mom, cell phone, and shopping mall ways, they have done something useful and actually turned us backwards hillbilly, gun toting, Republican loving rednecks into a swing state. Now we have to deal with traffic on I-25 being snarled for hours whenever Dick Cheney decides to send his motorcade through rush hour.  The most important issue on the ballot in our state is Amendment 36, which would change our electoral voting from ""winner takes all"" to a proportional voting system.",0,ag_news
ag_125053,Nokia plans to boost memory for phones New handsets from the mobile phones global leader will have hard disk to store more songs and pictures in a move to tap the rapidly growing smartphone market.,0,ag_news
ag_24494,Hurricanes devastated state #39;s agricultural crops Authorities say Hurricanes Charley and Frances devastated the state #39;s agricultural industry. Hurricane Charley caused up to one (b) billion dollars #39; damage to the state #39;s more than 6 (b) billion dollars worth of crops.,0,ag_news
ag_111869,Perth join Super 14 THE Australian Rugby Union (ARU) has announced that Perth have been chosen as the fourth Australian team for the expanded Super 14 rugby competition in the 2006 season.,0,ag_news
elife_43,Frizzled3 controls axonal development in distinct populations of cranial and spinal motor neurons,1,elife
elife_340,Bacterial flagellar capping proteins adopt diverse oligomeric states,1,elife
elife_533,ULK3 regulates cytokinetic abscission by phosphorylating ESCRT-III proteins,1,elife
elife_677,daf-16/FoxO promotes gluconeogenesis and trehalose synthesis during starvation to support survival,1,elife
ag_95084,"Irish Government To Probe Alleged EUR1B Tax Scam DUBLIN (Dow Jones)--The Irish government will next year begin an investigation into an alleged EUR1 billion tax evasion scam in the insurance industry, the chairman of the Revenue Commissioners said Thursday.",0,ag_news
ag_68092,Yankees Look to Shore Up Pitching Staff (AP) AP - Brian Cashman's job is safe  #151; at least for now. The rest of the New York Yankees have plenty to worry about this winter.,0,ag_news
elife_1405,CK1/Doubletime activity delays transcription activation in the circadian clock,1,elife
elife_740,Stress-induced Cdk5 activity enhances cytoprotective basal autophagy in Drosophila melanogaster by phosphorylating acinus at serine437,1,elife
ag_98265,"NBA #39;s longest suspensions Here is the list of longest suspensions in NBA history for on-court incidents. Note: does not include the immediate suspension (one game) handed down today: 72 games-x - Ron Artest, Indiana Pacers, (for the",0,ag_news
elife_1450,The sheddase ADAM10 is a potent modulator of prion disease,1,elife
elife_41,The innate immune sensor IFI16 recognizes foreign DNA in the nucleus by scanning along the duplex,1,elife
ag_121263,"Blast kills seven US Marines in Iraq A massive car bomb exploded on the outskirts of the Iraqi city of Fallujah, killing seven United States Marines and wounding several others, a US military official said.",0,ag_news
ag_73455,"Troubled KB Toys to close more stores PITTSFIELD, Mass. -- KB Toys Inc., the toy store chain which sought Chapter 11 bankruptcy protection in January, announced Tuesday that it will close another 148 to 238 stores.",0,ag_news
elife_1138,Rap2 and TNIK control Plexin-dependent tiled synaptic innervation in C. elegans,1,elife
elife_760,Human-specific ARHGAP11B induces hallmarks of neocortical expansion in developing ferret neocortex,1,elife
ag_54269,Drier Times Ahead in the West? Scientists unlock the rainfall history stored in tree rings and find evidence of long dry periods in the past that dwarf the current drought in the western United States. The research hints at another monster drought to come. By Stephen Leahy.,0,ag_news
elife_1994,Pauses in cholinergic interneuron firing exert an inhibitory control on striatal output in vivo,1,elife
elife_386,Dissecting the sharp response of a canonical developmental enhancer reveals multiple sources of cooperativity,1,elife
elife_1458,Alpha protocadherins and Pyk2 kinase regulate cortical neuron migration and cytoskeletal dynamics via Rac1 GTPase and WAVE complex in mice,1,elife
ag_105112,"49ERS NOTEBOOK Erickson longs for the simple life Immediately following the 49ers #39; 24-17 loss to the Dolphins on Sunday, disgusted 49ers coach Dennis Erickson said he would make changes on offense.",0,ag_news
elife_978,"Contesting the presence of wheat in the British Isles 8,000 years ago by assessing ancient DNA authenticity from low-coverage data",1,elife
ag_95337,"WebMasterWorld Conference Coverage WebMasterWorld Conference Coverage\\I just wanted to let everyone know that I will be attending the WebmasterWorld's Conference. I hope to be able to provide the conference coverage I have in the past for this conference, I actually plan on it, so stay tuned. The conference begins tomorrow morning and ends ...",0,ag_news
ag_117662,"Are cellphones meant to fly? Airline travel has always been a welcome refuge from the incessant chatter of cellphone users, so it is sobering to hear that regulators are thinking of allowing the use of cellphones up in the friendly skies.",0,ag_news
